"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","stateProvince","institutionCode","collectionCode","notes","citation","doi"
1324740509,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.66642,58.96784,2010,1,10,"Norway","Skogkledd holme i Store Stokkavatnet","93220","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324741839,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.52125,58.73301,2010,6,30,"Norway","Orreskogen","96136","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324741840,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.78817,58.89843,2010,6,30,"Norway","Dale","96133","Søyland, R.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1054069028,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",6.200395,59.159299,2010,7,16,"Norway","Østrehus N","255623","Klepsland, Jon T.","Rogaland","BioFokus","BioFokus","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
1054124047,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",6.184632,59.23033,2010,7,15,"Norway","Hjelmen Ø","JK10-L238","Klepsland, Jon T.","Rogaland","BioFokus","BioFokus","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
919260695,"7948250c-6958-4a29-a670-ed1015b26252",6.1847,59.2304,2010,7,15,"Norway","Hjelmen Ø","175132","Jon T. Klepsland","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1324739396,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.29752,58.3284,2010,8,25,"Norway","sør av Årstad","89668","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324739795,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.26749,58.34124,2010,9,25,"Norway","NØ-siden av Skarås","91662","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324740987,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.30577,58.33217,2010,9,30,"Norway","Løvås","94416","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324740991,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.1974,58.34152,2010,9,24,"Norway","nord av Nesvåg","94426","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324740995,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.24935,58.33276,2010,9,29,"Norway","Immerstein","94435","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324741172,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.3169,58.34318,2010,9,30,"Norway","sør av Åmot","94804","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324741791,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.27143,58.3566,2010,9,24,"Norway","SV av Rossland","95990","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738003,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.75938,59.08973,2009,3,7,"Norway","Østhusvik","87120","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
919263976,"7948250c-6958-4a29-a670-ed1015b26252",6.8999,58.1027,2009,4,8,"Norway","Vassenden naturreservat (Viksvatnet SV)","186745","Tom H. Hofton","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919263994,"7948250c-6958-4a29-a670-ed1015b26252",6.3877,58.2992,2009,4,7,"Norway","Målsjuvet naturreservat (Såvatnet V)","186742","Tom H. Hofton, Mona Renolen","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919263998,"7948250c-6958-4a29-a670-ed1015b26252",6.3888,58.299,2009,4,7,"Norway","Målsjuvet naturreservat (Såvatnet V)","186744","Tom H. Hofton, Mona Renolen","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1324738155,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.18628,59.23262,2009,5,28,"Norway","østsiden av Hjelmen","87485","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738165,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.17523,59.15421,2009,5,26,"Norway","SV-siden av Riskadalsvatnet","87460","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738176,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.64397,58.89445,2009,5,7,"Norway","Lensmannsgården","87463","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738202,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.64397,58.89445,2009,5,7,"Norway","Lensmannsgården","87504","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1054145545,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",8.230272,58.133483,2009,6,7,"Norway","Eskekjerr","JK09-L142","Klepsland, Jon T.","Aust-Agder","BioFokus","BioFokus","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
1054145546,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",8.233634,58.134276,2009,6,7,"Norway","Eskekjerr","JK09-L141","Klepsland, Jon T.","Aust-Agder","BioFokus","BioFokus","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
1054145606,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",7.704463,58.105457,2009,6,9,"Norway","Dal V","JK09-L146","Klepsland, Jon T.","Vest-Agder","BioFokus","BioFokus","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
1054145623,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",7.733233,58.102413,2009,6,9,"Norway","Eigeflåmyra Ø","JK09-L149","Klepsland, Jon T.","Vest-Agder","BioFokus","BioFokus","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
919256739,"7948250c-6958-4a29-a670-ed1015b26252",8.2337,58.1343,2009,6,7,"Norway","Eskekjerr","164677","Jon T. Klepsland","Aust-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919256765,"7948250c-6958-4a29-a670-ed1015b26252",8.2303,58.1335,2009,6,7,"Norway","Eskekjerr","164678","Jon T. Klepsland","Aust-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919256868,"7948250c-6958-4a29-a670-ed1015b26252",7.7045,58.1055,2009,6,9,"Norway","Dal V","164682","Jon T. Klepsland","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919256941,"7948250c-6958-4a29-a670-ed1015b26252",7.7332,58.1024,2009,6,9,"Norway","Eigeflåmyra Ø","164685","Jon T. Klepsland","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1324738739,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.11543,58.92561,2009,8,19,"Norway","Orreskogen","88458","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738819,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.79846,58.5191,2009,8,20,"Norway","N-siden av Ognaelvosen","88462","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738768,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.77724,58.8619,2009,9,26,"Norway","Vatne","88467","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324738810,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.95161,58.91107,2009,9,26,"Norway","Høle, S-siden av Ramnafjell","88469","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
190590908,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.70919,59.10638,2008,1,12,"Norway","Dalaker","86514","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324737794,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.95923,59.06132,2008,2,9,"Norway","SV-enden av Bjørheimsvatnet","86845","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324737887,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.94028,59.04874,2008,3,14,"Norway","Midtbakken","86859","Krumsvik, L.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
919254029,"7948250c-6958-4a29-a670-ed1015b26252",7.4423,58.0176,2008,6,26,"Norway","Sjøsanden S","158255","Jon T. Klepsland","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919254051,"7948250c-6958-4a29-a670-ed1015b26252",7.1844,58.1396,2008,6,27,"Norway","Lene N","158256","Jon T. Klepsland","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919263743,"7948250c-6958-4a29-a670-ed1015b26252",7.0871,58.0678,2008,6,30,"Norway","Nakkestad naturreservat (like utenfor mot sør)","186572","Tom H. Hofton","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919263826,"7948250c-6958-4a29-a670-ed1015b26252",6.6414,58.3323,2008,6,29,"Norway","Trollholet SV for Loia (N for Straumland)","186571","Tom H. Hofton","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1324737758,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.63322,59.11168,2008,9,30,"Norway","Asmarvik, Knott","86771","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
919253612,"7948250c-6958-4a29-a670-ed1015b26252",5.7569,59.6476,2008,9,3,"Norway","Vindafjord: Kjellesvik","155336","J.B. Jordal, John Inge Johnsen","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919253627,"7948250c-6958-4a29-a670-ed1015b26252",5.6324,59.6698,2008,9,2,"Norway","Vindafjord: Vedvika vest for Innbjoa","155333","J.B. Jordal","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
127407352,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.11638,58.89328,2007,3,24,"Norway","N-siden av Uburen","85179","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
919252419,"7948250c-6958-4a29-a670-ed1015b26252",8.0783,58.2119,2007,4,23,"Norway","Kjevikheia","151194","Jon T. Klepsland","Vest-Agder","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919252748,"7948250c-6958-4a29-a670-ed1015b26252",5.2332,61.5123,2007,6,5,"Norway","Standalsvatnet V","154721","Jon T. Klepsland","Sogn og Fjordane","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919253195,"7948250c-6958-4a29-a670-ed1015b26252",6.2099,58.5632,2007,10,3,"Norway","Eigersund: Helleland ved Toftabekken","152889","John Inge Johansen, John Bjarne Jordal","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
127407335,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.84387,59.71958,2006,6,22,"Norway","Taraldsøyna","84291","Gaarder, G. & Fjeldstad, H.","Hordaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
2237894527,"84d26682-f762-11e1-a439-00145eb45e9a",9.310182,56.39016,2006,6,9,"Denmark","Stanghede","DMS-1030078","Ulrik Søchting",NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
190590903,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.70796,59.10095,2006,12,26,"Norway","N-siden av Vikefjellet","85582","Johnsen, J.I.","Rogaland","BG","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
919252397,"7948250c-6958-4a29-a670-ed1015b26252",6.2588,58.346,2006,12,22,"Norway","Hauge, Lundaknuden","151227","Jon T. Klepsland","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
919249895,"7948250c-6958-4a29-a670-ed1015b26252",6.3161,58.8461,2005,3,22,"Norway","Migaren, Frafjord","141145","Jon T. Klepsland","Rogaland","O","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
