"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","stateProvince","DB","BBarcode"
442147915,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.823056,47.65139,1911,"12",17,"Germany","B 60 0128124a / 148911 / 91217","Lettau, G.","B","Baden: 1) Entegast bei Schopfheim","Blettaucoll",NA,"GBIF",NA
442147902,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.740833,47.644165,1910,"6",12,"Germany","B 60 0128118 / 151962 / 92442","Lettau, G.","B","Baden: 1) Steinen - Hägelberg, bei Lörrach","Blettaucoll",NA,"GBIF",NA
442147918,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.675,47.660557,1910,"6",5,"Germany","B 60 0128124b / 151996 / 92453","Lettau, G.","B","Baden: 2) Röttler Wald","Blettaucoll",NA,"GBIF",NA
442147935,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.740833,47.644165,1910,"6",12,"Germany","B 60 0128130 / 152034 / 92467","Lettau, G.","B","Baden: 1) Steinen - Hägelberg (Wiesental)","Blettaucoll",NA,"GBIF",NA
442147907,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.001111,47.740276,1910,"8",29,"Germany","B 60 0128120 / 151973 / 92445","Lettau, G.","B","[Schwarzwald etc.] Baden: 1) Todtmoos - Gersbach","Blettaucoll",NA,"GBIF",NA
442147923,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.001111,47.740276,1910,"10",16,"Germany","B 60 0128125 / 152005 / 92456","Lettau, G.","B","[Schwarzwald] Baden: Bei Todtmoos","Blettaucoll",NA,"GBIF",NA
442147891,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.176111,50.662498,1909,"8",29,"Germany","B 60 0128062a / 151414 / 92218","Lettau, G.","B","Thüringen: 2) Fasanerie-Bechstedt","Blettaucoll",NA,"GBIF",NA
442147926,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.970834,50.521389,1908,"5",27,"Germany","B 60 0128127a / 152017 / 92459","Lettau, G.","B","Thüringer Wald: 2) Masserberg, 820 m.","Blettaucoll",NA,"GBIF",NA
442147924,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.616389,50.794724,1908,"7",21,"Germany","B 60 0128126 / 152011 / 92457","Lettau, G.","B","Thüringer Wald: Apfelstädtgrund bei Tambach, 550 m.","Blettaucoll",NA,"GBIF",NA
442147938,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.944445,50.838333,1908,"8",28,"Germany","B 60 0128131a / 152040 / 92470","Lettau, G.","B","Thüringen, Arnstadt: 2) Eremitage - Wasserleite, 350 m.","Blettaucoll",NA,"GBIF",NA
442147931,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.8625,50.636391,1908,"9",27,"Germany","B 60 0128128b / 152026 / 92463","Lettau, G.","B","Thüringer Wald: 2) Oberhalb Stützerbach, 650-700 m.","Blettaucoll",NA,"GBIF",NA
442147937,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.944445,50.838333,1907,"5",19,"Germany","B 60 0128131 / 152038 / 92469","Lettau, G.","B","Thüringen, Arnstadt: 1) Hainwald, 360 m.","Blettaucoll",NA,"GBIF",NA
442147929,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.916945,50.685833,1907,"6",21,"Germany","B 60 0128128 / 152021 / 92461","Lettau, G.","B","Thüringer Wald: Gabelbach bei Ilmenau, 720 m.","Blettaucoll",NA,"GBIF",NA
442147930,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.792222,50.679722,1907,"6",16,"Germany","B 60 0128128a / 152024 / 92462","Lettau, G.","B","Thüringer Wald: 1) Schnabelbachtal bei Gehlberg, 650 m.","Blettaucoll",NA,"GBIF",NA
442147925,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.789444,50.756943,1907,"9",8,"Germany","B 60 0128127 / 152015 / 92458","Lettau, G.","B","Thüringer Wald: 1) Oberhalb Dörrberg, 450 m.","Blettaucoll",NA,"GBIF",NA
NA,NA,13.812149,52.830218,1903,"Feb.",NA,"GERMANY","3909","Stockmann","BERLIN_DB","DEUTSCHLAND, Brandenburg: Eberswalde, Schwärzethal.",NA,NA,"BERLIN_DB",""
NA,NA,13.812149,52.830218,1903,"März",NA,"GERMANY","3908","Stockmann","BERLIN_DB","DEUTSCHLAND, Brandenburg: Eberswalde.",NA,NA,"BERLIN_DB",""
986629,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.301944,54.968056,1873,NA,NA,"Denmark","1090272","P. J. Hellbom","LD","Møn","General","Møn","GBIF",NA
914898611,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.461667,54.028617,1872,NA,NA,"Germany","10397",NA,"FR","Tessin","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA
NA,NA,10.964949,53.733773,1861,"20. Nov.",NA,"GERMANY","3185","H. Brockmüller (?)","BERLIN_DB","(DEUTSCHLAND, Mecklenburg-Vorpommern:) An Buchen und Hainbuchen im Woitendorfer Holz (Bei Rehna).",NA,NA,"BERLIN_DB",""
