"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","collectionCode","locality","DB","BBarcode"
1099107185,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.730566,48.111145,NA,1889,"10",23,"Germany","M-0196559 / 581229 / 253079","Arnold, F.","SNSB-M","BSMlichenscoll","Fichtenzaunstangen beim Bahnhof in Haar. München.","GBIF",NA
1099107188,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.549807,48.039345,NA,1888,"9",23,"Germany","M-0196571 / 581233 / 253083","Boll, G.","SNSB-M","BSMlichenscoll","Im Grünwalder Park bei Wörnbrun, München.","GBIF",NA
1099106024,"7ba21c92-f762-11e1-a439-00145eb45e9a",10.961952,47.232212,NA,1884,"7",21,"Austria","M-0196137 / 580842 / 252692","Arnold, F.","SNSB-M","BSMlichenscoll","An einem Bretterzaune längs einer Wiese bei Marlstein am Wege nach Kühthei in Tirol.","GBIF",NA
1099107189,"7ba21c92-f762-11e1-a439-00145eb45e9a",12.05801,49.291836,NA,1884,"9",NA,"Germany","M-0196583 / 581236 / 253086","Arnold, F.","SNSB-M","BSMlichenscoll","Sandsteinwand im Steinbruch ober Spielberg bei Nabeck, westlich v. Schwandorf, Oberpfalz.","GBIF",NA
1273866795,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.610833,51.726389,"Niedersachsen",1877,"7",10,"Germany","1884236","Gustav Egerling","LD","General","Braunlage","GBIF",NA
NA,NA,13.833333,51.083333,NA,1875,"",NA,"GERMANY","3956","Petasch","BERLIN_DB",NA,"DEUTSCHLAND, Sachsen: Elbhügelland, Dresdener Heide.","BERLIN_DB",""
1099104850,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.547832,47.985626,NA,1874,"5",22,"Germany","M-0103169 / 538106 / 221209","Hiendlmayr, A.","SNSB-M","BSMlichenscoll","Wälder zwischen Deisenhofen und Deining, München.","GBIF",NA
1099107186,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.112778,47.419445,NA,1874,"8",NA,"Germany","M-0196584 / 581237 / 253087","Arnold, F.","SNSB-M","BSMlichenscoll","Auf dem Schachen bei Partenkirchen, bayer. Alpen.","GBIF",NA
NA,NA,9.747811,51.60761,NA,1873,"Jun.",NA,"GERMANY","136479","C. Schrader","BERLIN_DB",NA,"DEUTSCHLAND, Niedersachsen: ""Bramburg bei Adelepsen"".","BERLIN_DB","B 60 0057055"
NA,NA,13.6,53.266667,NA,1872,"Apr.",NA,"GERMANY","136463","Grantzow","BERLIN_DB",NA,"DEUTSCHLAND, Brandenburg: ""Boitzenburg"".","BERLIN_DB","B 60 0184801"
1099107191,"7ba21c92-f762-11e1-a439-00145eb45e9a",12.901983,47.578079,NA,1862,"9",NA,"Germany","M-0196560 / 581230 / 253080","Allescher, A.","SNSB-M","BSMlichenscoll","Stangenlahner-Alpe, Berchtesgaden: Wimmbachthal.","GBIF",NA
1099106057,"7ba21c92-f762-11e1-a439-00145eb45e9a",8.556945,47.787498,NA,1859,"10",NA,"Germany","M-0196113 / 580818 / 252668","Schenk, B.","SNSB-M","BSMlichenscoll","Am Randen.","GBIF",NA
1099106004,"7ba21c92-f762-11e1-a439-00145eb45e9a",8.036391,47.859722,NA,1859,NA,NA,"Germany","M-0196125 / 580830 / 252680","Thiry","SNSB-M","BSMlichenscoll","Vom Feldberg.","GBIF",NA
1099104866,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.189986,48.891251,NA,1858,NA,NA,"Germany","M-0103167 / 538104 / 221207","Arnold, F.","SNSB-M","BSMlichenscoll","Parkzaunpfosten bei Eichstätt.","GBIF",NA
NA,NA,12.59545,52.185405,NA,1858,"Juli",NA,"GERMANY","136461","","BERLIN_DB",NA,"DEUTSCHLAND, Brandenburg: ""Landsheide bei Belzig"".","BERLIN_DB","B 60 0000574"
1099107204,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.288195,49.779869,NA,1855,"6",NA,"Germany","M-0196630 / 581256 / 253106","Krempelhuber, A. von","SNSB-M","BSMlichenscoll","Turmwand unterhalb Geilenreuth. Oberfranken.","GBIF",NA
1099107198,"7ba21c92-f762-11e1-a439-00145eb45e9a",13.23793,49.017757,NA,1853,"7",23,"Germany","M-0196629 / 581255 / 253105","Krempelhuber, A. von","SNSB-M","BSMlichenscoll","Zwischen St. Oswald u. Zwiesel.","GBIF",NA
1099104865,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.583281,48.133377,NA,1846,NA,NA,"Germany","M-0103168 / 538105 / 221208","unknown","SNSB-M","BSMlichenscoll","München.","GBIF",NA
1099107184,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.583281,48.133377,NA,1846,NA,NA,"Germany","M-0196557 / 581228 / 253078","Zwackh, W. von","SNSB-M","BSMlichenscoll","München.","GBIF",NA
919002451,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.916667,50.781117,NA,1832,"5",20,"Germany","12337",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi","Chemnitz, an dem Harthauer Berge","GBIF",NA
152959794,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245139,46.499666,NA,1800,"1",1,"Slovenia","F775023","Koch M., Mayrhofer H., Batič F.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA
