"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","stateProvince","collectionCode","DB","BBarcode"
442148550,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.726666,50.705833,1907,"6",16,"Germany","Thüringer Wald: 3) Hoher Fels bei Oberhof (650-700 m.).","B 60 0128185b / 152849 / 92759","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148549,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.8625,50.636391,1907,"9",27,"Germany","Thüringer Wald: 2) Roter Grund bei Stützerbach (750 m.)","B 60 0128185a / 152847 / 92758","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148556,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.858611,50.677776,1907,"9",13,"Germany","Thüringer Wald:  Oberhalb Manebach, am Gr. Hermannstein, 750 m.","B 60 0128186 / 152694 / 92691","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148553,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.8625,50.636391,1907,"10",13,"Germany","Thüringer Wald: 6) ""Finsteres Loch"" beim Auerhahn. (620 m.)","B 60 0128185e / 152854 / 92762","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
918998623,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.985,47.923617,1900,NA,NA,"Germany","Schwarzwald, Zastler","10477",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,15.622222,50.767222,1882,"8.1882",NA,"Polen","Riesengebirge",NA,"?","BERLIN_HTL",NA,NA,"BERLIN_HTL",NA
1503041421,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",8,47,1871,"9",13,"Switzerland",NA,"C0052522F","R. Gisler","F",NA,"Botany","GBIF",NA
1503041379,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",10.5,51.5,1867,NA,NA,"Germany",NA,"C0052422F","E. Wenck","F",NA,"Botany","GBIF",NA
152957809,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078565,45.699754,1800,"1",1,"Slovenia",NA,"F776192","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957813,"89579e3e-f762-11e1-a439-00145eb45e9a",14.41197,45.899703,1800,"1",1,"Slovenia",NA,"F777012","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
